network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access
849,TCP,1,505.37711034001046,,0.2226903503160646,0,Edge,0
251,UDP,5,845.1600485312272,DES,0.1233591793406283,1,Edge,0
361,TCP,4,157.3899845962812,DES,0.0604176566989075,2,Edge,0
356,TCP,3,1786.9620328339731,AES,0.2406028781957326,3,Edge,1
678,TCP,5,854.397321224625,AES,0.460803369212243,0,Chrome,0
441,TCP,5,509.78327919312864,,0.3767618761097346,3,Chrome,0
749,TCP,3,489.07031447776046,AES,0.5836105540631846,0,Edge,0
365,TCP,4,1382.4759792700506,AES,0.5823640505367031,3,Edge,0
555,TCP,6,294.38349594364945,AES,0.0769823069991424,3,Edge,1
332,TCP,3,117.99465924741178,AES,0.0149469182993614,2,Chrome,0
929,TCP,2,164.31122416328688,DES,0.1951355390759607,3,Edge,0
262,TCP,1,67.69371745234086,AES,0.1469834345540616,0,Edge,0
561,ICMP,7,567.1983980950358,,0.6880574293656003,3,Chrome,0
626,TCP,6,904.7221076295184,AES,0.1766346070570635,1,Chrome,0
582,TCP,3,2174.301070690344,AES,0.1618482983922334,1,Unknown,0
462,TCP,1,1111.6476657580995,,0.2137065809988326,0,Chrome,0
474,UDP,5,699.9476761428981,DES,0.2984868068705875,2,Chrome,0
508,TCP,5,1595.8093926411457,DES,0.5150382228022813,0,Edge,0
470,UDP,3,1782.079023991923,AES,0.2270926657024665,0,Firefox,0
692,UDP,5,996.907783307956,AES,0.299314671997227,1,Chrome,0
942,TCP,7,46.34450817455319,,0.2374388214838992,0,Firefox,0
388,TCP,4,275.9804214095834,DES,0.3337882775525534,3,Chrome,0
226,TCP,4,327.80258121074246,AES,0.4049269447657442,0,Chrome,0
482,UDP,7,4756.096559023084,AES,0.1185088646812031,2,Chrome,0
1015,TCP,5,499.13958228263846,AES,0.6017466114672413,2,Chrome,0
339,TCP,2,1148.002049405406,,0.1546152498637209,2,Chrome,0
827,TCP,4,1344.7354189327727,DES,0.5139927792855606,0,Firefox,0
835,TCP,2,847.3443220447915,DES,0.1085121591979315,3,Chrome,0
389,TCP,6,14.75643358183346,DES,0.0812388042849894,2,Chrome,0
613,TCP,3,15.631308460116127,,0.490456116674819,2,Firefox,0
825,TCP,6,1366.4256157629152,DES,0.430395797660489,3,Chrome,0
424,TCP,6,1075.3237864292705,AES,0.4595901178764864,3,Chrome,0
459,TCP,6,614.4975181208079,AES,0.3192894676996372,2,Chrome,0
383,UDP,4,228.93666952810923,DES,0.1759090040483179,2,Chrome,0
297,TCP,4,72.56469237035178,AES,0.0449095274238148,0,Unknown,0
370,UDP,4,143.55818413599965,DES,0.2991280139163629,1,Safari,0
255,TCP,1,694.6174051479081,AES,0.1844636354803164,2,Safari,0
506,TCP,4,631.4210356825379,AES,0.2161622856137894,1,Chrome,1
346,UDP,4,2267.801844663462,AES,0.1396521953913632,2,Chrome,0
546,TCP,4,2522.409010561621,AES,0.3258633086894854,1,Chrome,0
188,ICMP,2,686.4303768854439,AES,0.2675426838781543,1,Firefox,0
566,UDP,1,1473.2604326042745,AES,0.1023154090490099,1,Firefox,0
666,TCP,5,1338.1131288293786,AES,0.2982678396712128,0,Firefox,0
101,TCP,7,1116.676881468945,AES,0.3504481404022829,3,Chrome,0
574,TCP,5,460.06097103628514,,0.1046390099399937,0,Edge,0
745,TCP,6,394.6588306064107,AES,0.2361070813022165,2,Firefox,0
258,TCP,3,245.3657653258061,AES,0.1950591455370236,1,Edge,1
834,TCP,2,2212.9038107838733,DES,0.6140630229528752,1,Firefox,0
583,TCP,3,1438.666502357997,,0.3187893917287739,1,Chrome,0
358,TCP,5,155.9518104649557,AES,0.2774071742542772,1,Chrome,0
488,UDP,6,232.777278618383,AES,0.2676099975165364,1,Chrome,0
611,UDP,6,696.5332232129172,DES,0.3024140993766867,2,Chrome,0
515,TCP,5,427.0021937843058,AES,0.3680890894876224,1,Unknown,0
607,UDP,4,192.53461873223995,,0.8912857735011948,1,Chrome,0
315,TCP,6,1252.93628721685,AES,0.3974818518182671,0,Safari,0
533,TCP,4,1.243468863329547,DES,0.3926497260147062,1,Chrome,0
217,TCP,2,336.3938019256012,DES,0.0193668577897524,0,Chrome,0
477,TCP,4,2120.012745829712,AES,0.2595151852616014,3,Edge,0
319,TCP,4,1144.2571830731558,AES,0.3728367123948662,3,Chrome,0
352,UDP,3,410.37564030625697,AES,0.1128676548177367,1,Edge,0
747,ICMP,2,2113.0060868860983,DES,0.1936863855865225,1,Firefox,0
718,TCP,4,1848.519664846686,,0.129571055864966,1,Chrome,1
621,UDP,5,43.21336711922096,AES,0.1258731758948336,2,Chrome,0
281,TCP,3,109.51864669758284,AES,0.6561028721190241,1,Chrome,0
436,TCP,5,391.81288282291615,DES,0.4849765346581763,2,Chrome,0
742,UDP,4,2120.553496778557,AES,0.0615447328791353,1,Chrome,0
528,TCP,2,1487.3722625327068,AES,0.0269870290619454,1,Edge,0
963,TCP,4,39.1519802412237,,0.3422770084675223,3,Edge,0
578,TCP,4,574.4946034342047,,0.594686405784277,1,Chrome,0
538,TCP,4,1019.0965693679144,,0.2577032134841375,3,Firefox,0
438,TCP,6,258.2856841627655,AES,0.6616596973109609,0,Chrome,0
526,TCP,8,1025.618109774428,AES,0.6612884483686535,2,Unknown,0
469,TCP,1,369.279857427132,DES,0.1106108974826786,1,Chrome,0
641,TCP,3,256.2264734519358,AES,0.0890014084788859,1,Firefox,0
691,TCP,4,398.8078564985494,AES,0.2145128822415224,2,Firefox,0
342,TCP,2,2409.505589337328,DES,0.1396427132664531,2,Edge,0
233,UDP,1,1885.585513837652,DES,0.5607148782834972,1,Unknown,0
132,TCP,4,1962.2733657778672,DES,0.1740697613870035,3,Chrome,0
601,TCP,2,1994.7941649530776,AES,0.1898643961215774,1,Chrome,1
279,TCP,5,157.07870697963898,DES,0.5261916724560596,3,Chrome,0
69,TCP,1,1811.1639437724327,DES,0.0935119066937505,3,Edge,0
577,TCP,3,190.88644598243548,AES,0.6366098704263,1,Chrome,0
998,TCP,4,1456.7971526744898,AES,0.7168044002872997,1,Chrome,0
498,ICMP,4,624.5322770236088,DES,0.2141835972207338,2,Unknown,0
667,TCP,5,219.5097697014893,AES,0.4124506160293975,2,Safari,0
516,TCP,2,406.6901447645789,AES,0.1040662626176288,0,Firefox,0
480,TCP,4,454.4505503821472,AES,0.1866755470714255,0,Chrome,0
683,TCP,5,1056.918573552771,,0.457214778196316,1,Chrome,0
441,TCP,4,745.1670939867058,AES,0.1857492942049182,1,Safari,0
553,TCP,6,1357.663556085252,AES,0.5531384927928091,2,Chrome,0
564,UDP,4,404.41178444353386,AES,0.3891331114712399,1,Unknown,0
366,TCP,3,1088.783713851204,,0.1650694905492866,1,Chrome,1
698,UDP,2,1259.273992867115,,0.4099222789587476,1,Firefox,0
465,TCP,3,52.18079435723747,AES,0.3094207681401188,1,Chrome,0
348,TCP,2,376.82017330383337,,0.5625750617071547,1,Edge,0
607,TCP,3,1737.1717310344532,DES,0.7371128545362794,0,Safari,0
320,TCP,3,976.5586348089548,DES,0.0830127205145904,0,Chrome,0
505,UDP,3,433.6416363601628,AES,0.4677466806319311,1,Chrome,0
498,TCP,3,161.6677359660762,AES,0.1027876474744128,1,Chrome,0
717,TCP,3,81.28148124753284,DES,0.3311013621179457,2,Chrome,0
594,ICMP,5,208.4176113050136,AES,0.2675551455718656,2,Chrome,0
494,UDP,2,224.50420107490268,,0.3273999572430718,2,Firefox,0
663,UDP,3,370.4693757417747,,0.1913945394906817,3,Edge,0
778,UDP,4,155.76309865206522,DES,0.3361760120514437,1,Safari,1
611,TCP,3,126.3037977788034,AES,0.4776920738327897,0,Chrome,0
502,UDP,6,1486.354065456555,AES,0.5295833769300968,2,Chrome,0
237,TCP,4,229.653267836328,AES,0.4515195988708408,2,Chrome,0
286,UDP,4,659.708632561346,,0.0266862616194486,5,Chrome,0
438,UDP,3,177.81469555273097,DES,0.6556151402718868,1,Chrome,1
378,TCP,4,541.4309799624739,AES,0.3297080802273774,3,Chrome,1
462,UDP,5,259.1582517005443,DES,0.4216298417329689,3,Chrome,0
511,TCP,2,72.6400094810122,AES,0.1460590720818468,4,Chrome,0
605,TCP,4,3221.7598829412177,AES,0.0871868442895137,4,Chrome,0
485,TCP,3,489.70529835229246,AES,0.2036664540785435,4,Chrome,0
597,UDP,2,399.4436616911257,,0.1082873270573682,3,Chrome,0
512,TCP,6,177.63745278883687,DES,0.4090511375910777,1,Chrome,0
104,TCP,5,547.1373023375444,AES,0.2126742045869209,1,Edge,0
312,TCP,5,806.7664524999379,AES,0.2175570802578995,4,Firefox,0
471,ICMP,4,290.6720603216195,AES,0.1500802126605195,1,Chrome,0
258,TCP,5,523.7851259682151,DES,0.3880173586406611,3,Firefox,0
619,UDP,5,216.4827777841193,AES,0.0499507055782822,2,Chrome,0
806,UDP,1,600.1348803000739,AES,0.334399134415825,3,Chrome,0
743,TCP,5,1237.9764557319215,AES,0.4864578456831812,2,Chrome,1
457,TCP,2,49.681999917381226,,0.3388581976157652,1,Edge,0
798,UDP,5,583.5817028316702,AES,0.4230919470795365,1,Chrome,0
529,UDP,1,407.8117258476397,,0.0296521334217679,2,Chrome,0
432,UDP,3,61.5405524892325,AES,0.5228866579815273,0,Chrome,0
377,TCP,3,2257.5450635780285,,0.2119794312151569,1,Edge,1
439,UDP,8,240.7143456719284,DES,0.5668193695611835,0,Firefox,0
422,TCP,5,665.2132987023065,,0.3853729586377317,1,Chrome,0
534,TCP,3,372.96260922058696,AES,0.2366049254444861,1,Chrome,1
532,UDP,3,253.01088268826365,AES,0.3473461159735859,3,Safari,0
500,TCP,3,599.2335109181978,AES,0.6590344999312931,2,Chrome,0
587,UDP,4,934.4434568591092,AES,0.4282952942515906,2,Chrome,1
738,TCP,2,1231.6877285391554,,0.6524672244152208,2,Edge,1
689,UDP,3,803.9324916240158,AES,0.3178728611391084,2,Chrome,0
203,TCP,5,597.7380827622253,,0.4624259908398174,1,Chrome,1
64,TCP,4,1201.406010085986,DES,0.4776769841526028,3,Safari,1
686,UDP,5,582.9463703787358,,0.213592379966624,0,Firefox,0
226,TCP,3,2926.73721462945,AES,0.4544754033228202,0,Chrome,0
455,TCP,5,598.489477395432,AES,0.2942930041428915,1,Firefox,0
265,ICMP,10,305.2978690968466,AES,0.5734381118079216,3,Chrome,0
139,TCP,3,472.9953741727755,DES,0.6794078117643123,1,Chrome,0
608,ICMP,3,538.6600792943545,,0.0715492864618854,1,Chrome,0
651,TCP,4,266.6860919049359,AES,0.2905704449030342,1,Firefox,0
384,TCP,1,138.2862955238884,DES,0.1058207821838224,3,Chrome,0
64,UDP,5,451.6391285149424,AES,0.3913682352147892,2,Chrome,0
390,TCP,5,1818.675983030409,,0.151872465107094,0,Safari,0
578,TCP,3,236.06743845585703,,0.2420363492346039,1,Edge,0
204,TCP,2,359.306249390528,AES,0.1138775550146475,1,Unknown,0
536,UDP,3,1134.138913657575,DES,0.7473791454541496,1,Chrome,0
496,TCP,6,68.68450923278195,DES,0.6608576661587047,0,Chrome,0
615,TCP,4,1394.698027924579,DES,0.6095666652927529,3,Unknown,0
523,TCP,3,1019.1695615911522,AES,0.4457085241482665,1,Chrome,1
305,TCP,3,638.3869614993336,,0.0509098061846748,1,Firefox,0
739,TCP,1,188.05023763293948,AES,0.5801252745339603,0,Safari,0
468,TCP,5,77.80679505563582,DES,0.1043340891005957,1,Edge,0
494,TCP,3,210.8798950202106,AES,0.4818684750132722,2,Chrome,0
313,TCP,5,1146.6928063048656,DES,0.5736707436774533,3,Firefox,0
411,TCP,2,2168.377934201231,,0.2867922031137668,3,Chrome,0
323,TCP,6,1071.1872940449996,AES,0.236019054703773,1,Chrome,0
465,TCP,5,599.9721822039082,,0.4703939983568622,2,Firefox,1
842,UDP,3,2407.5848830353343,AES,0.5969403258350101,0,Unknown,0
225,TCP,7,1410.8517911100064,AES,0.2444806568418717,1,Chrome,0
177,TCP,3,853.312663168801,AES,0.3364653767835915,1,Firefox,0
794,TCP,2,30.913412704485765,DES,0.3429712416216658,2,Chrome,0
458,TCP,2,271.44252100168165,AES,0.3659039322607189,3,Unknown,0
366,UDP,6,294.7783757590417,,0.1727565612566024,3,Firefox,1
707,ICMP,4,341.2430513012993,AES,0.343251467764572,0,Chrome,0
378,TCP,5,394.63176729185983,DES,0.4488330641567646,1,Edge,0
865,TCP,6,2242.362762883165,DES,0.1577156824675843,2,Chrome,0
635,TCP,6,1083.4410192445575,AES,0.4009351107504893,2,Chrome,0
402,TCP,1,941.9555498398277,,0.743237543706558,1,Chrome,0
931,UDP,5,444.8187408969717,AES,0.095712089581169,0,Firefox,1
378,TCP,6,329.44768350436453,,0.0177008954958909,2,Chrome,0
648,TCP,5,101.883326149384,AES,0.4406933972682556,3,Chrome,0
559,TCP,5,483.3701510937682,AES,0.4158646060406734,3,Unknown,1
760,UDP,4,183.87513445165163,,0.1975339085505994,3,Chrome,0
812,TCP,5,396.76327579201296,DES,0.4003244898030599,2,Chrome,0
506,UDP,1,136.0531765571326,DES,0.1602058911632726,1,Chrome,0
349,TCP,4,337.2706045014896,AES,0.5898642540823908,1,Unknown,1
591,TCP,9,35.144264586613154,AES,0.4795384720823225,0,Chrome,1
364,UDP,7,4.833130879575659,DES,0.4702036781399384,2,Chrome,0
902,TCP,3,1631.618229349388,DES,0.6514679172564118,2,Chrome,0
527,TCP,6,820.1350680222497,AES,0.4080206767582432,2,Edge,1
426,TCP,2,708.7385318884352,AES,0.3152818683271012,2,Edge,0
536,TCP,5,576.8983281264722,,0.351415448741292,2,Firefox,0
230,TCP,4,1037.833560778338,,0.4948584866250112,0,Edge,0
305,UDP,5,1065.9469315516476,AES,0.3924344078847526,1,Safari,0
740,TCP,2,2189.794164128307,DES,0.3885182801608411,1,Edge,0
368,UDP,3,224.20563175508968,AES,0.446884084977576,1,Firefox,0
290,TCP,5,1230.4339005700465,,0.2728722018612253,0,Edge,0
607,TCP,2,3782.570243548256,AES,0.3208603042334986,1,Unknown,1
737,TCP,6,23.56105866683846,DES,0.2873859631826581,3,Firefox,0
643,UDP,4,374.7053012585219,DES,0.0541122110194938,0,Firefox,0
699,UDP,2,458.21169964753005,AES,0.1521074027596725,2,Chrome,0
348,UDP,2,1380.0241721063162,DES,0.5254088719032235,1,Chrome,0
215,TCP,5,11.070984326559005,AES,0.2585858354357808,1,Unknown,0
800,TCP,2,730.2764030651301,AES,0.1772942278537421,1,Edge,0
435,TCP,2,1784.7982533575992,AES,0.6492116291818781,0,Chrome,0
449,UDP,4,127.78489848431973,,0.2011689664597129,0,Chrome,0
765,TCP,5,98.2527990117393,,0.5997026098189756,1,Chrome,0
611,TCP,3,6761.2693426387705,,0.3125109484824412,3,Chrome,0
591,TCP,4,1398.7712001087357,,0.3475610758304687,3,Unknown,0
933,TCP,4,956.3237338024647,AES,0.314082773558143,1,Edge,0
371,TCP,5,407.3032943774713,AES,0.2534518527029384,3,Edge,0
685,UDP,3,1539.116070273807,,0.0875278260707042,0,Firefox,0
511,TCP,3,2048.8049711308213,AES,0.3287024543664125,3,Edge,0
553,UDP,6,1054.6351157451693,,0.4587498924315273,2,Chrome,0
805,UDP,5,406.1242300063005,DES,0.1416443664125976,0,Unknown,1
601,TCP,8,700.7663326293399,DES,0.2915530435699336,0,Firefox,0
607,TCP,2,82.97150855043766,AES,0.0966782441971823,0,Chrome,0
714,TCP,6,137.59966581234946,AES,0.1252116019192299,0,Unknown,0
427,UDP,6,1222.4240218487291,DES,0.6586821990296807,2,Chrome,1
332,TCP,6,23.803006049442672,AES,0.191946488079701,2,Firefox,0
291,TCP,4,40.35786694732867,AES,0.1214385082236264,3,Edge,0
106,TCP,4,567.4594486045435,AES,0.2963641371945084,1,Chrome,0
911,TCP,4,149.57397106935687,DES,0.2690925555393349,2,Edge,0
279,TCP,1,278.176780672036,DES,0.130548382974043,0,Firefox,1
455,TCP,2,407.10391405944586,AES,0.2268503641311217,1,Chrome,0
444,UDP,5,590.9432002188861,AES,0.5064805348445715,1,Chrome,0
561,UDP,5,266.74039396134657,AES,0.1801434142179838,1,Edge,0
663,TCP,5,528.6159709369999,AES,0.830185527441351,2,Safari,0
672,TCP,3,370.498147192351,AES,0.4529560216207852,2,Chrome,0
383,UDP,4,67.60240700264632,DES,0.5786446030330827,0,Firefox,0
466,TCP,8,1614.6915015158547,DES,0.352138107398865,3,Chrome,0
556,UDP,7,264.3223652057747,DES,0.4282816864395425,1,Edge,0
450,TCP,1,752.0022558707449,DES,0.3541371684828047,1,Edge,0
821,TCP,5,674.8044500385429,DES,0.1834804827636087,1,Firefox,0
598,TCP,5,177.68205700726676,AES,0.2092629954711121,2,Chrome,0
646,TCP,2,24.33286811748944,AES,0.5471923005646124,3,Firefox,0
632,UDP,6,1555.544917601715,AES,0.3920185994726863,1,Chrome,0
734,TCP,3,550.8300258294961,,0.0810103177109249,1,Firefox,0
536,TCP,4,428.18689165403214,AES,0.6860929298043453,1,Chrome,1
240,TCP,1,1151.4541083221063,,0.2098568377409245,2,Chrome,0
579,UDP,8,26.976913712603245,DES,0.3766186073138939,2,Chrome,1
369,TCP,2,1159.2690285153158,DES,0.208786143800464,1,Chrome,0
394,UDP,2,420.63563201964087,AES,0.225427060595859,1,Chrome,0
617,TCP,5,641.6979645126996,DES,0.7089452360964511,1,Chrome,0
747,TCP,3,1116.8793874884468,AES,0.349826275056007,2,Edge,1
504,UDP,4,633.1560973862515,AES,0.2575644249345217,2,Chrome,0
561,TCP,6,51.010021859421386,AES,0.0855227806869903,3,Edge,0
840,TCP,3,1043.3318523282694,,0.435210424830468,1,Chrome,0
548,TCP,8,1234.7015681144862,DES,0.156800047311547,2,Safari,0
1020,TCP,5,495.75851802445294,DES,0.1674218529206272,2,Edge,1
613,TCP,1,462.5122181440255,,0.4834948103259732,0,Chrome,0
147,TCP,4,232.2022294044328,DES,0.4967765529895125,1,Edge,0
650,TCP,1,826.6254691726461,AES,0.4381815454385795,0,Chrome,0
576,TCP,4,1709.578656142751,,0.6206748949123666,1,Safari,0
757,TCP,3,853.6182049268755,AES,0.191664882647441,0,Chrome,0
634,TCP,3,1180.3624096609558,AES,0.1563483259690776,1,Firefox,0
472,ICMP,4,1453.4434868714227,AES,0.5518658355803336,4,Chrome,0
255,UDP,4,205.09577516352303,DES,0.2656916041577922,3,Chrome,0
458,TCP,2,411.4712096169462,,0.0754449142766218,1,Chrome,0
329,TCP,4,458.1035406248243,DES,0.5731663220837854,2,Chrome,0
383,UDP,3,654.7875992629982,AES,0.2862952257228551,2,Firefox,1
617,TCP,3,40.34619188903028,DES,0.1702019268415822,1,Edge,0
833,TCP,6,710.1765579869317,DES,0.5408082707248444,2,Chrome,0
578,UDP,5,74.14980352352593,DES,0.3030694023653494,1,Chrome,0
260,TCP,5,1314.2712216060418,AES,0.0685156889331839,1,Chrome,0
588,TCP,3,2637.9454447230914,AES,0.415924852594943,1,Chrome,0
739,ICMP,3,273.7207505790016,AES,0.478589351371305,2,Firefox,0
378,TCP,5,565.1725836918577,DES,0.5573969880148714,1,Chrome,1
473,TCP,1,1386.132547572445,DES,0.4586975631198248,3,Edge,0
502,TCP,3,302.2651740635522,DES,0.2065089291469599,3,Chrome,0
343,TCP,3,137.36902194917775,AES,0.2193162196546272,4,Chrome,0
629,UDP,7,1074.779563816397,AES,0.4867758857414118,0,Chrome,0
475,TCP,3,958.8211201074488,DES,0.2977353749104231,2,Chrome,0
583,TCP,6,675.0745941531006,AES,0.1896674099960181,1,Chrome,0
322,UDP,3,2312.1872681468703,DES,0.419124249177619,0,Firefox,1
412,TCP,6,2483.051475273273,,0.4589542302107305,1,Firefox,0
644,TCP,7,1581.7935320928373,AES,0.2612125174602422,3,Firefox,0
425,TCP,5,277.402418280509,AES,0.0826563530004658,1,Firefox,0
845,TCP,3,204.29162387857312,,0.1985869603709636,1,Chrome,0
420,TCP,1,1445.04717398154,AES,0.4157566394401047,2,Firefox,0
544,UDP,3,842.9743715471227,,0.3831593527046391,3,Firefox,0
686,UDP,1,403.5118099216231,,0.1672820105409437,0,Firefox,0
216,TCP,5,421.776060527956,AES,0.3629934167691416,2,Edge,0
147,TCP,1,1535.6679974614017,DES,0.4407884460100666,1,Edge,0
194,TCP,9,142.58133453978778,AES,0.3558945527984899,2,Chrome,0
752,TCP,8,2305.543100698941,AES,0.1143707296570346,1,Chrome,0
389,TCP,5,802.384187107719,DES,0.3640929410707033,2,Chrome,0
1011,UDP,3,1253.7073091933016,AES,0.3821041707849488,2,Edge,0
387,TCP,6,370.7295117203535,,0.2378970921903603,4,Chrome,0
536,TCP,3,707.245419054981,DES,0.4223827735090362,1,Firefox,0
808,TCP,4,1109.0050701506696,DES,0.5461995284823109,0,Chrome,0
901,TCP,2,456.9276908837665,AES,0.7753330279961586,2,Chrome,0
912,TCP,2,535.4450630968006,DES,0.2841379526390425,2,Firefox,0
741,TCP,3,697.9718742719053,AES,0.273871486416281,3,Chrome,0
704,TCP,4,52.40515713579983,DES,0.3276001724570959,2,Chrome,1
618,TCP,5,1591.3094004498828,,0.5136805772162819,2,Firefox,1
655,TCP,6,1611.9900338065356,AES,0.2127524583948634,3,Edge,0
389,TCP,3,264.3799983926953,AES,0.3004957262406363,0,Chrome,0
336,TCP,1,1695.0286147242468,AES,0.318144072416305,2,Safari,0
499,UDP,5,1093.804781909109,,0.3993772041077486,1,Firefox,1
465,TCP,1,528.0661607855471,DES,0.283084330725719,1,Firefox,0
409,TCP,3,341.87908581677164,DES,0.0703140990276728,1,Chrome,0
639,TCP,2,407.8328209885401,DES,0.551329130259661,2,Chrome,0
691,UDP,4,611.5752074531434,,0.2781600747709155,0,Firefox,0
517,TCP,2,425.5314166775624,AES,0.3729973963772297,1,Edge,0
795,TCP,5,436.1105308177389,,0.2117924533166309,1,Firefox,0
271,TCP,3,181.6443277555429,,0.3803183925518214,1,Firefox,0
461,TCP,5,984.2862927339798,AES,0.4576976337920447,0,Unknown,0
356,TCP,2,752.4494711970212,AES,0.4627966489532664,1,Chrome,0
126,TCP,2,3852.859853658829,,0.3389714013609774,0,Edge,0
483,UDP,3,121.81654908731844,,0.1109020943303326,1,Chrome,0
475,TCP,3,96.59444361587418,,0.4387463149403053,3,Chrome,0
802,TCP,1,580.4244033831209,DES,0.5704987186960179,2,Chrome,0
626,TCP,1,131.89100092990046,AES,0.2798718112716565,1,Unknown,0
295,TCP,6,754.5620036706379,AES,0.4293385193412471,2,Unknown,0
870,TCP,3,174.63935203143996,,0.6047282518263469,2,Unknown,0
744,UDP,5,527.7675992048404,DES,0.82908358515557,1,Firefox,0
616,ICMP,1,755.9815186538606,AES,0.4048105244795297,0,Chrome,0
454,TCP,5,490.0516295171233,AES,0.3538437996988091,2,Firefox,0
308,TCP,4,308.51269612720307,AES,0.276686852809841,0,Chrome,0
425,TCP,2,1219.7689508693766,AES,0.5880386155658461,1,Chrome,0
717,TCP,3,1542.9326883370736,,0.6193592306171372,2,Firefox,0
876,TCP,4,260.6393319789215,,0.308443045194641,2,Edge,0
808,UDP,6,1343.003531900595,,0.2378567172224555,3,Unknown,0
402,UDP,1,397.5829096435339,AES,0.5050058125713724,2,Chrome,0
276,TCP,2,534.9566743304838,AES,0.3271968500534586,2,Edge,0
528,TCP,5,210.91173731054576,AES,0.1542772586379546,1,Chrome,0
146,TCP,5,786.2089493536471,AES,0.4916705050579039,1,Chrome,0
564,TCP,4,85.1125851645273,AES,0.3287016311833027,1,Unknown,0
470,TCP,4,716.4800657985282,,0.1513009992793889,0,Safari,0
406,TCP,2,3661.8947554511856,,0.0433394931847965,4,Chrome,0
181,TCP,1,1120.2052881157194,AES,0.0613500892922594,1,Safari,0
602,TCP,4,1803.3354934917545,AES,0.4204689883888887,3,Chrome,0
393,TCP,5,499.188798614376,AES,0.1040916449746649,3,Edge,0
266,UDP,3,122.61916902135262,DES,0.5228463515952222,0,Chrome,0
64,TCP,3,272.2610442932988,DES,0.350237893369429,2,Firefox,0
494,TCP,1,40.21793607777132,DES,0.0924640396135606,3,Edge,0
854,TCP,4,557.4205604299168,,0.3382844749595341,1,Edge,1
832,TCP,2,839.0966260620175,AES,0.6254944765659667,0,Chrome,0
408,TCP,3,441.9896347079636,AES,0.3152613249543995,1,Chrome,0
379,TCP,9,662.6328561889029,AES,0.4395875654381708,1,Edge,1
593,TCP,4,309.3565860428452,AES,0.6639318759323026,3,Chrome,1
300,TCP,3,71.81556906870442,DES,0.3963353101142379,2,Firefox,0
560,ICMP,2,452.5056691145379,AES,0.0781786204933346,1,Chrome,0
653,TCP,7,634.9006750300607,AES,0.5088030752631405,2,Unknown,0
745,TCP,1,3242.6293419446524,DES,0.0932482514715349,1,Chrome,1
479,TCP,3,341.2775419321193,DES,0.1103649415104874,3,Firefox,0
459,TCP,3,905.9909117822968,AES,0.4087340244686437,2,Edge,1
324,UDP,5,1383.5887943251623,AES,0.5715413464990278,2,Chrome,0
334,TCP,3,326.8447771778506,AES,0.3030002240202811,0,Firefox,0
454,TCP,1,2126.6225768249446,,0.3784835359379972,2,Unknown,0
573,TCP,6,330.9969863389321,AES,0.4873701326201242,2,Safari,1
682,TCP,4,2800.044857333085,AES,0.2946202980245542,2,Chrome,0
339,UDP,5,1.7273978962361003,DES,0.3368047294165608,1,Unknown,1
798,TCP,1,804.4764951340227,AES,0.1974905307953174,2,Unknown,0
445,TCP,3,1248.2372869852975,AES,0.2316966179425567,2,Chrome,1
495,UDP,5,262.8703885703947,AES,0.1707024892817523,0,Chrome,0
350,UDP,3,99.58961208856104,AES,0.3473526245998338,2,Chrome,0
64,TCP,1,19.736211797132427,,0.6044509522842546,2,Chrome,1
676,TCP,3,61.85647763203356,DES,0.3724163876739038,1,Chrome,0
647,TCP,2,626.5171061483347,AES,0.1736377837740099,1,Chrome,0
443,TCP,6,1461.9129828099751,DES,0.3276585689220407,2,Chrome,0
513,ICMP,4,52.16933648135791,AES,0.3559012645130199,0,Chrome,0
603,TCP,4,96.0909397279814,AES,0.2745007081165332,2,Chrome,0
187,TCP,5,4.092853515788738,AES,0.1166285765621952,0,Chrome,0
394,UDP,3,265.3377070711268,DES,0.4021632962200702,1,Chrome,0
658,TCP,5,2033.1448893408176,AES,0.3531652221365268,3,Firefox,0
249,TCP,5,258.6894022709613,DES,0.2368533590957952,3,Edge,0
558,UDP,8,465.0191388288251,,0.2372374421713462,0,Chrome,0
228,UDP,8,157.74422220797857,AES,0.2316147585914288,2,Safari,1
593,UDP,5,98.89611355433328,DES,0.1286422849217041,0,Chrome,1
492,TCP,5,161.10021379724242,,0.3197853704981774,2,Chrome,0
176,UDP,4,189.0162999281516,,0.2609551533269551,2,Chrome,0
732,TCP,3,111.67528488620697,DES,0.3306721023889495,1,Firefox,1
353,TCP,6,1254.4564175080086,DES,0.1623249510486968,1,Chrome,0
337,ICMP,3,518.9148776977269,DES,0.42836272009582,2,Firefox,0
540,TCP,5,620.8221365187828,,0.4853463551840439,1,Chrome,0
729,UDP,1,375.5557647524503,AES,0.3769907088322497,1,Chrome,0
296,TCP,8,189.3304646098443,DES,0.6151407226452393,3,Chrome,0
512,TCP,4,78.88595263697893,AES,0.3974635128756001,0,Edge,0
585,UDP,3,63.17024210739286,AES,0.4899795589855195,2,Chrome,0
638,TCP,4,163.79315651661898,DES,0.4744853041273177,1,Chrome,0
535,TCP,4,1518.636237828504,DES,0.4745843838570486,2,Firefox,0
426,TCP,3,195.2335163210581,AES,0.4701638615048285,1,Edge,0
334,UDP,4,350.58023880545187,AES,0.2074666677229808,2,Firefox,0
517,TCP,7,680.3118434186658,AES,0.8189231788716298,1,Firefox,0
285,TCP,3,572.9903536535492,,0.6770877935999496,2,Unknown,1
